numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
78922;20230208120000;101660;150;1;70;6.200000;296.850000;294.550000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101210;mq;mq;-40;mq;296.550000;mq;301.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.400000;0.400000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20230208120000;101610;130;1;90;4.500000;298.350000;295.050000;82;41590;0;mq;mq;mq;3;800;mq;mq;mq;101520;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;6.700000;6.700000;-10;mq;mq;mq;mq;0.000000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;mq;2;mq;720;3;mq;900;mq;mq;mq;mq;mq;mq;
81401;20230208120000;101270;210;3;70;1.300000;299.450000;297.850000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101210;mq;mq;-10;mq;296.150000;mq;304.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.400000;0.600000;1.200000;2.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20230208120000;101300;220;3;50;1.300000;298.850000;296.750000;88;24300;0;mq;mq;100;7;450;mq;mq;mq;101210;mq;mq;10;296.850000;mq;mq;mq;297.850000;mq;mq;2.500000;3.700000;-10;mq;mq;mq;mq;-0.100000;-0.100000;0.600000;0.600000;4.300000;mq;mq;mq;mq;5;mq;570;6;mq;930;7;mq;1470;mq;mq;mq;
81408;20230208120000;101200;190;3;40;2.100000;300.850000;297.650000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;-40;296.550000;mq;300.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20230208120000;99210;-110;8;120;13.900000;269.050000;262.850000;58;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98670;mq;mq;mq;269.050000;mq;271.150000;mq;mq;mq;mq;20.600000;22.600000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20230208150000;103350;-210;6;110;2.000000;280.150000;268.750000;44;19530;0;mq;mq;mq;mq;mq;mq;mq;mq;102450;mq;mq;-430;mq;mq;mq;mq;268.750000;mq;mq;3.300000;5.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20230208150000;103420;-200;6;150;1.700000;281.450000;266.050000;33;28550;0;mq;mq;mq;0;mq;mq;mq;mq;102830;mq;mq;-410;mq;mq;mq;mq;mq;mq;mq;2.500000;3.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20230208150000;103290;-180;8;30;0.700000;281.450000;275.050000;64;16000;2;0;mq;0;0;mq;30;20;10;103180;mq;mq;-370;mq;mq;mq;mq;mq;mq;mq;1.400000;2.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20230208150000;103270;-240;6;150;1.300000;281.150000;271.350000;50;17830;0;mq;mq;mq;0;mq;mq;mq;mq;102440;mq;mq;-360;mq;mq;mq;mq;273.850000;mq;mq;2.500000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20230208150000;103300;-200;8;110;2.100000;279.550000;265.550000;36;14870;0;mq;mq;mq;0;mq;mq;mq;mq;101340;mq;mq;-380;mq;mq;mq;mq;274.150000;mq;mq;3.600000;5.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20230208150000;103340;-200;6;100;5.000000;280.650000;266.150000;35;20000;0;mq;mq;mq;0;mq;mq;mq;mq;102160;mq;mq;-380;mq;mq;mq;mq;265.450000;mq;mq;6.800000;6.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20230208150000;103240;-180;8;50;1.900000;283.850000;275.150000;55;38370;0;mq;mq;mq;0;mq;mq;mq;mq;102030;mq;mq;-210;mq;mq;mq;mq;266.050000;mq;mq;3.500000;4.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20230208150000;103280;-160;6;40;1.200000;281.850000;274.550000;60;15000;2;0;mq;10;1;450;35;20;10;102560;mq;mq;-250;mq;mq;mq;mq;mq;mq;mq;2.300000;2.900000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20230208150000;103220;-260;6;10;1.800000;282.350000;272.450000;50;15710;0;mq;mq;mq;0;mq;mq;mq;mq;102760;mq;mq;-250;mq;mq;mq;mq;272.150000;mq;mq;3.100000;4.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20230208150000;103200;-220;6;40;2.700000;281.650000;268.750000;40;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101410;mq;mq;-350;mq;mq;mq;mq;274.850000;mq;mq;4.100000;4.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20230208150000;103290;-190;6;90;3.000000;280.150000;266.450000;37;15000;2;0;0;0;0;mq;30;20;10;102170;mq;mq;-370;mq;mq;mq;mq;mq;mq;mq;4.900000;4.900000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20230208150000;103320;-140;6;60;3.700000;279.050000;267.450000;43;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101840;mq;mq;-340;mq;mq;mq;mq;268.650000;mq;mq;5.600000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20230208150000;103330;-110;7;60;4.500000;278.450000;262.650000;31;47690;0;mq;mq;mq;0;mq;mq;mq;mq;99010;mq;mq;-340;mq;mq;mq;mq;264.650000;mq;mq;7.800000;7.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20230208150000;103440;-120;6;10;4.400000;278.650000;267.350000;44;22430;0;mq;mq;mq;0;mq;mq;mq;mq;101550;mq;mq;-310;mq;mq;mq;mq;268.850000;mq;mq;5.900000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20230208150000;103230;-170;6;60;3.700000;282.850000;273.150000;51;25000;2;0;mq;0;0;mq;30;20;10;102700;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;5.400000;8.000000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20230208150000;103180;-170;6;70;3.300000;282.050000;270.750000;45;19530;0;mq;mq;mq;0;mq;mq;mq;mq;102860;mq;mq;-100;mq;mq;mq;mq;273.650000;mq;mq;4.900000;6.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20230208150000;103180;-150;6;50;3.200000;279.350000;271.450000;57;19970;0;mq;mq;mq;0;mq;mq;mq;mq;101780;mq;mq;-270;mq;mq;mq;mq;273.650000;mq;mq;5.200000;5.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20230208150000;103180;-110;6;90;2.200000;279.250000;270.150000;52;19830;0;mq;mq;mq;mq;mq;mq;mq;mq;101110;mq;mq;-240;mq;mq;mq;mq;270.150000;mq;mq;3.900000;4.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20230208150000;103250;-120;6;100;1.700000;278.450000;269.650000;53;15300;0;mq;mq;mq;0;mq;mq;mq;mq;100510;mq;mq;-290;mq;mq;mq;mq;274.050000;mq;mq;3.100000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20230208150000;103400;-120;6;360;2.100000;276.750000;267.250000;50;18260;0;mq;mq;mq;0;mq;mq;mq;mq;99990;mq;mq;-260;mq;mq;mq;mq;266.150000;mq;mq;4.000000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20230208150000;103110;-140;8;40;3.100000;282.750000;275.350000;60;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;102820;mq;mq;120;mq;mq;mq;mq;mq;mq;mq;4.600000;5.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20230208150000;103120;-130;7;10;3.900000;280.550000;271.050000;51;24690;0;mq;mq;mq;0;mq;mq;mq;mq;101630;mq;mq;-80;mq;mq;mq;mq;274.150000;mq;mq;5.600000;5.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20230208150000;102940;-80;6;190;2.200000;282.050000;267.350000;35;41810;0;mq;mq;mq;0;mq;mq;mq;mq;98070;mq;mq;-30;mq;mq;mq;mq;273.550000;mq;mq;4.000000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20230208150000;103040;-120;6;360;1.200000;280.050000;268.050000;42;25410;0;mq;mq;mq;0;mq;mq;mq;mq;98990;mq;mq;-170;mq;mq;mq;mq;270.750000;mq;mq;2.900000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20230208150000;mq;-80;5;260;3.300000;277.850000;266.650000;44;20000;0;mq;mq;mq;1;1250;mq;mq;mq;93030;92500;880;-160;mq;mq;mq;mq;264.350000;mq;mq;5.800000;7.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1470;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20230208150000;103110;-160;6;220;1.000000;281.550000;270.550000;46;12000;2;0;0;0;0;mq;30;20;10;100170;mq;mq;-190;mq;mq;mq;mq;mq;mq;mq;2.500000;3.700000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20230208150000;102980;-120;6;20;0.600000;284.850000;271.650000;40;33790;0;mq;mq;mq;0;mq;mq;mq;mq;102390;mq;mq;230;mq;mq;mq;mq;271.650000;mq;mq;2.500000;4.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20230208150000;102930;-100;6;220;2.300000;284.850000;269.050000;33;20000;0;mq;mq;mq;1;1750;mq;mq;mq;99770;mq;mq;80;mq;mq;mq;mq;273.050000;mq;mq;4.500000;5.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1860;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20230208150000;103020;-90;5;140;4.800000;277.150000;269.850000;59;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94440;mq;mq;60;mq;mq;mq;mq;269.750000;mq;mq;8.000000;9.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20230208150000;103100;-160;5;190;1.400000;283.750000;269.250000;36;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;102190;mq;mq;-90;mq;mq;mq;mq;272.550000;mq;mq;2.900000;4.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20230208150000;mq;140;6;40;4.800000;279.150000;257.850000;20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92480;mq;mq;-170;mq;268.950000;mq;279.450000;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20230208150000;102890;-130;6;80;4.800000;285.350000;271.050000;37;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102170;mq;mq;280;mq;mq;mq;mq;273.650000;mq;mq;7.000000;8.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20230208150000;102820;-120;5;360;3.100000;282.250000;274.450000;58;28740;0;mq;mq;mq;0;mq;mq;mq;mq;98420;mq;mq;320;mq;mq;mq;mq;272.850000;mq;mq;4.700000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20230208150000;102790;-130;5;20;2.800000;282.150000;274.550000;59;20000;0;mq;mq;75;6;1250;mq;mq;mq;97790;mq;mq;340;mq;mq;mq;mq;272.450000;mq;mq;5.500000;5.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;1020;6;mq;1200;mq;mq;mq;mq;mq;mq;
07630;20230208150000;102920;-130;6;120;7.100000;283.550000;274.350000;53;25810;0;mq;mq;mq;1;1250;mq;mq;mq;101090;mq;mq;170;mq;mq;mq;mq;273.550000;mq;mq;10.100000;10.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;mq;1140;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20230208150000;103150;-90;6;130;4.100000;283.450000;273.150000;49;35000;0;mq;mq;mq;mq;mq;mq;mq;mq;103050;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20230208150000;103050;-100;6;270;4.300000;284.050000;270.650000;39;29680;0;mq;mq;mq;0;mq;mq;mq;mq;102660;mq;mq;0;mq;mq;mq;mq;270.850000;mq;mq;5.500000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20230208150000;mq;mq;mq;90;11.200000;mq;mq;mq;20000;2;0;mq;25;2;2500;30;26;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;17.600000;19.000000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;3;2500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20230208150000;103020;-130;5;100;14.200000;283.350000;268.950000;36;30000;2;0;0;0;0;mq;30;20;10;102700;mq;mq;-100;mq;mq;mq;mq;274.350000;mq;mq;18.400000;18.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20230208150000;103050;-80;6;260;1.200000;281.650000;275.650000;66;50770;0;mq;mq;mq;5;2250;mq;mq;mq;102500;mq;mq;150;mq;mq;mq;mq;277.350000;mq;mq;2.400000;3.900000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;3;mq;2220;5;mq;2700;mq;mq;mq;mq;mq;mq;
07761;20230208150000;102840;-50;5;260;3.500000;284.350000;270.850000;39;60000;0;mq;mq;100;8;2250;mq;mq;mq;102730;mq;mq;-20;mq;mq;mq;mq;274.950000;mq;mq;5.400000;5.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;2400;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20230208150000;103150;-70;5;350;1.200000;280.450000;271.750000;54;53940;0;mq;mq;100;2;1250;mq;mq;mq;103000;mq;mq;-70;mq;mq;mq;mq;275.950000;mq;mq;2.700000;2.700000;-10;mq;0.000000;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;2;mq;1440;8;mq;1860;mq;mq;mq;mq;mq;mq;
61968;20230208150000;101050;50;3;50;1.900000;301.550000;297.350000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101000;mq;mq;80;mq;297.650000;mq;304.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20230208150000;101060;10;3;mq;mq;298.650000;297.050000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100990;mq;mq;170;mq;297.450000;mq;302.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.200000;3.200000;3.200000;18.700000;19.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20230208150000;mq;80;3;110;7.300000;301.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101050;mq;mq;0;mq;299.450000;mq;305.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20230208150000;101420;80;3;130;5.100000;299.450000;294.450000;74;51730;0;mq;mq;mq;5;1750;mq;mq;mq;101270;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;7.500000;11.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;48.200000;mq;mq;mq;mq;1;mq;1800;5;mq;2100;mq;mq;mq;mq;mq;mq;
61996;20230208150000;102360;40;3;260;9.200000;290.350000;284.850000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102010;mq;mq;-420;mq;285.150000;mq;294.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20230208150000;100140;240;8;310;18.200000;286.350000;285.550000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98420;mq;mq;-2250;mq;279.150000;mq;289.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.800000;9.800000;15.600000;19.000000;19.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20230208150000;101390;120;3;240;11.800000;278.150000;273.550000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101020;mq;mq;1020;mq;mq;mq;mq;mq;mq;mq;mq;15.400000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20230208150000;101040;20;3;10;3.500000;301.950000;296.350000;72;20000;0;mq;mq;mq;3;5280;mq;mq;mq;100960;mq;mq;50;mq;mq;mq;mq;mq;mq;mq;6.300000;8.100000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;3.400000;3.400000;mq;mq;mq;mq;3;mq;5280;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20230208150000;100710;-250;8;360;6.400000;271.950000;269.750000;85;14560;0;mq;mq;100;8;450;mq;mq;mq;100620;mq;mq;-1820;mq;mq;mq;mq;272.750000;mq;mq;9.100000;9.800000;-10;mq;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20230208150000;101760;80;0;60;9.300000;300.850000;293.950000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101440;mq;mq;-50;mq;296.650000;mq;301.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20230208150000;101920;90;0;60;10.500000;300.350000;293.650000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101400;mq;mq;-40;mq;297.350000;mq;301.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20230208150000;101800;60;0;80;6.000000;300.550000;292.850000;63;45390;mq;mq;mq;mq;mq;mq;mq;mq;mq;101710;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;5.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20230208150000;101700;90;0;90;8.300000;300.850000;296.450000;77;51830;0;mq;mq;75;5;800;mq;mq;mq;101610;mq;mq;-50;mq;mq;mq;mq;mq;mq;mq;13.600000;13.600000;-10;mq;mq;mq;mq;-0.100000;0.400000;0.400000;0.400000;0.800000;mq;mq;mq;mq;2;mq;660;5;mq;840;5;mq;1140;mq;mq;mq;
81401;20230208150000;101260;10;8;50;2.800000;302.150000;297.250000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;-50;mq;296.150000;mq;304.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.400000;1.200000;2.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20230208150000;101320;20;0;80;4.700000;301.050000;296.450000;76;25350;0;mq;mq;100;5;800;mq;mq;mq;101230;mq;mq;-40;mq;mq;mq;mq;297.850000;mq;mq;8.900000;11.000000;-10;mq;mq;mq;mq;0.000000;-0.100000;-0.100000;0.600000;4.300000;mq;mq;mq;mq;2;mq;750;3;mq;1050;5;mq;1410;mq;mq;mq;
81408;20230208150000;101190;10;8;40;3.000000;303.550000;296.750000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101110;mq;mq;-60;296.550000;mq;303.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20230208150000;99080;-130;6;130;15.900000;267.250000;262.650000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98540;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;24.700000;24.700000;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20230208180000;103280;-80;6;130;3.100000;276.650000;268.650000;56;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;102370;mq;mq;-570;269.250000;mq;280.350000;mq;269.150000;mq;mq;5.300000;5.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20230208180000;103320;-110;6;90;0.900000;275.150000;267.550000;57;34440;0;mq;mq;mq;0;mq;mq;mq;mq;102720;mq;mq;-570;mq;mq;mq;mq;mq;mq;mq;1.000000;1.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20230208180000;103230;-60;5;250;2.300000;279.350000;273.650000;67;16000;3;0;mq;25;0;5000;30;20;16;103120;mq;mq;-450;272.750000;mq;283.050000;mq;mq;mq;mq;3.100000;3.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;2;5000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20230208180000;103250;-40;8;140;0.600000;275.650000;272.750000;81;12270;0;mq;mq;mq;0;mq;mq;mq;mq;102400;mq;mq;-490;269.350000;mq;283.050000;mq;273.850000;mq;mq;1.200000;2.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20230208180000;103310;-20;6;120;2.100000;275.250000;267.650000;57;17120;0;mq;mq;mq;0;mq;mq;mq;mq;101320;mq;mq;-490;268.750000;mq;279.650000;mq;274.150000;mq;mq;2.800000;2.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
