Heures;mois;t;jour_semaine;jour_mois;Consommation
21;3;10.635714285714313;4;3;61601.0
0;3;9.685714285714306;5;4;60780.0
3;3;8.464285714285737;5;4;52220.0
6;3;7.657142857142875;5;4;50597.0
9;3;8.257142857142881;5;4;57627.0
12;3;9.464285714285738;5;4;61599.0
15;3;9.426190476190499;5;4;57716.0
18;3;7.592857142857168;5;4;57358.0
21;3;6.64285714285717;5;4;60431.0
0;3;5.9690476190476405;6;5;62340.0
3;3;5.39047619047621;6;5;54290.0
6;3;5.2317073170731945;6;5;51604.0
9;3;7.4428571428571635;6;5;56114.0
12;3;9.402380952380977;6;5;62172.0
15;3;9.814285714285734;6;5;56624.0
18;3;8.947619047619067;6;5;56183.0
21;3;8.41190476190478;6;5;62454.0
0;3;8.466666666666688;0;6;62293.0
3;3;7.883333333333354;0;6;54940.0
6;3;7.859523809523836;0;6;57962.0
9;3;9.252380952380978;0;6;69822.0
12;3;10.512195121951244;0;6;71530.0
15;3;10.285365853658558;0;6;66685.0
18;3;8.868292682926851;0;6;66542.0
21;3;8.04634146341466;0;6;67856.0
0;3;7.380487804878073;1;7;65586.0
3;3;6.9560975609756275;1;7;57853.0
6;3;6.487804878048801;1;7;60526.0
9;3;7.980487804878071;1;7;71293.0
12;3;9.614634146341482;1;7;71598.0
15;3;9.902439024390263;1;7;67362.0
18;3;8.224390243902462;1;7;66802.0
21;3;7.1243902439024644;1;7;67897.0
0;3;6.639024390243924;2;8;66254.0
3;3;6.690243902439051;2;8;58326.0
6;3;7.053658536585393;2;8;60338.0
9;3;9.817073170731733;2;8;71492.0
12;3;12.314285714285736;2;8;70568.0
15;3;12.971428571428593;2;8;66341.0
18;3;11.628571428571455;2;8;64947.0
21;3;10.904761904761925;2;8;64551.0
0;3;10.369047619047635;3;9;62502.0
3;3;9.66666666666669;3;9;54037.0
6;3;9.25000000000002;3;9;55838.0
9;3;11.65476190476193;3;9;66388.0
12;3;13.914285714285738;3;9;65823.0
15;3;14.92857142857145;3;9;61172.0
18;3;12.60476190476193;3;9;59219.0
21;3;10.226190476190501;3;9;61065.0
0;3;8.85000000000002;4;10;59975.0
3;3;7.747619047619069;4;10;52191.0
6;3;7.130952380952404;4;10;55030.0
9;3;11.004761904761928;4;10;65734.0
12;3;14.904761904761932;4;10;63151.0
15;3;16.7261904761905;4;10;57156.0
18;3;13.492682926829291;4;10;54552.0
21;3;9.811904761904783;4;10;58252.0
0;3;7.830952380952409;5;11;58601.0
3;3;6.469047619047641;5;11;50117.0
6;3;5.654761904761926;5;11;49862.0
9;3;11.238095238095262;5;11;55551.0
12;3;16.866666666666696;5;11;54344.0
15;3;17.942857142857168;5;11;48624.0
18;3;13.621428571428591;5;11;47119.0
21;3;10.552380952380977;5;11;52405.0
0;3;8.966666666666693;6;12;54927.0
3;3;8.209523809523834;6;12;46851.0
6;3;7.838095238095258;6;12;44040.0
9;3;10.857142857142875;6;12;48244.0
12;3;13.066666666666693;6;12;52892.0
15;3;13.350000000000023;6;12;47489.0
18;3;11.142857142857164;6;12;48096.0
21;3;9.65000000000002;6;12;54594.0
0;3;8.66666666666669;0;13;55195.0
3;3;7.85714285714288;0;13;48746.0
6;3;7.311904761904784;0;13;52554.0
9;3;10.588095238095262;0;13;63238.0
12;3;13.411904761904783;0;13;61918.0
15;3;14.388095238095259;0;13;57171.0
18;3;11.723809523809544;0;13;55817.0
21;3;8.921428571428589;0;13;58972.0
0;3;7.304761904761928;1;14;58511.0
3;3;6.102380952380974;1;14;51474.0
6;3;5.48571428571431;1;14;55359.0
9;3;9.861904761904787;1;14;65522.0
12;3;13.89761904761907;1;14;62541.0
15;3;15.064285714285742;1;14;57692.0
18;3;12.102380952380978;1;14;56302.0
21;3;9.390476190476212;1;14;59376.0
0;3;8.276190476190502;2;15;58139.0
3;3;7.569047619047647;2;15;50426.0
6;3;6.933333333333358;2;15;53123.0
9;3;10.890476190476212;2;15;63905.0
12;3;14.059523809523828;2;15;62652.0
15;3;15.466666666666688;2;15;57231.0
18;3;12.78571428571431;2;15;54783.0
21;3;9.53571428571431;2;15;58658.0
0;3;7.478571428571451;3;16;58124.0
3;3;6.02857142857145;3;16;50835.0
6;3;4.883333333333356;3;16;54158.0
9;3;11.342857142857165;3;16;63788.0
12;3;16.883333333333354;3;16;59854.0
15;3;18.56190476190479;3;16;54664.0
18;3;14.89523809523812;3;16;52044.0
21;3;10.145238095238115;3;16;56120.0
0;3;8.421428571428594;4;17;55495.0
3;3;7.540476190476217;4;17;48101.0
6;3;7.071428571428596;4;17;50954.0
9;3;11.265853658536606;4;17;61400.0
12;3;14.752380952380971;4;17;60366.0
15;3;14.978571428571447;4;17;55537.0
18;3;11.721428571428595;4;17;53576.0
21;3;9.485714285714309;4;17;56930.0
0;3;8.736585365853681;5;18;56818.0
3;3;8.611904761904782;5;18;47922.0
6;3;8.607142857142879;5;18;46624.0
9;3;10.526190476190498;5;18;53555.0
12;3;12.102380952380972;5;18;56997.0
15;3;12.945238095238123;5;18;52279.0
18;3;11.773809523809549;5;18;51024.0
21;3;10.669047619047644;5;18;53834.0
0;3;10.140476190476212;6;19;54885.0
3;3;9.371428571428597;6;19;46140.0
6;3;8.956097560975628;6;19;43324.0
9;3;11.719047619047645;6;19;47385.0
12;3;13.997619047619072;6;19;52232.0
15;3;14.640476190476214;6;19;46986.0
18;3;12.930952380952403;6;19;46551.0
21;3;11.161904761904784;6;19;52963.0
0;3;10.490243902439044;0;20;53268.0
3;3;10.051219512195145;0;20;45858.0
6;3;9.729268292682951;0;20;48941.0
9;3;11.609523809523829;0;20;60699.0
12;3;13.280952380952401;0;20;61725.0
15;3;13.788095238095263;0;20;58531.0
18;3;12.109523809523829;0;20;57334.0
21;3;10.788095238095256;0;20;58555.0
0;3;10.035714285714302;1;21;57403.0
3;3;9.304761904761929;1;21;48724.0
6;3;8.695238095238112;1;21;51285.0
9;3;10.502380952380975;1;21;62551.0
12;3;11.854761904761926;1;21;63280.0
15;3;11.542857142857168;1;21;59144.0
18;3;9.319047619047641;1;21;58061.0
21;3;7.3095238095238315;1;21;60822.0
0;3;6.178571428571453;2;22;60183.0
3;3;5.602380952380974;2;22;52316.0
6;3;5.2642857142857356;2;22;55499.0
9;3;8.65853658536588;2;22;65803.0
12;3;11.150000000000023;2;22;64707.0
15;3;11.44761904761907;2;22;60692.0
18;3;9.473809523809548;2;22;59974.0
21;3;7.480952380952404;2;22;61716.0
0;3;6.857142857142876;3;23;60368.0
3;3;6.371428571428592;3;23;53021.0
6;3;6.228571428571449;3;23;55194.0
9;3;8.96666666666669;3;23;65447.0
12;3;11.16904761904764;3;23;65619.0
15;3;11.433333333333353;3;23;61482.0
18;3;9.659523809523833;3;23;60619.0
21;3;8.054761904761925;3;23;62270.0
0;3;6.9119047619047835;4;24;60983.0
3;3;6.164285714285735;4;24;53326.0
6;3;5.976190476190505;4;24;55998.0
9;3;8.809523809523828;4;24;67041.0
12;3;11.533333333333356;4;24;65851.0
15;3;12.069047619047643;4;24;60814.0
18;3;10.883333333333358;4;24;59353.0
21;3;9.885714285714311;4;24;60362.0
0;3;9.161904761904783;5;25;59272.0
3;3;8.733333333333354;5;25;50632.0
6;3;8.533333333333355;5;25;49483.0
9;3;10.483333333333357;5;25;55511.0
12;3;12.830952380952407;5;25;56548.0
15;3;13.709523809523835;5;25;51180.0
18;3;11.633333333333354;5;25;49401.0
21;3;9.107142857142886;5;25;54273.0
0;3;7.659523809523832;6;26;56248.0
3;3;6.4428571428571635;6;26;50720.0
6;3;5.685714285714309;6;26;45792.0
9;3;11.097619047619073;6;26;49107.0
12;3;14.785714285714304;6;26;51950.0
15;3;15.978571428571453;6;26;45872.0
18;3;13.654761904761923;6;26;42787.0
21;3;9.752380952380971;6;26;52224.0
0;3;8.216666666666688;0;27;53181.0
3;3;6.885714285714308;0;27;46608.0
6;3;6.502380952380977;0;27;49915.0
9;3;12.997619047619072;0;27;61775.0
12;3;16.3809523809524;0;27;59315.0
15;3;17.187804878048805;0;27;54532.0
18;3;14.307317073170758;0;27;50690.0
21;3;10.404878048780509;0;27;55043.0
0;3;8.51219512195124;1;28;54777.0
3;3;7.531707317073197;1;28;47196.0
6;3;7.187804878048804;1;28;49227.0
9;3;13.612195121951245;1;28;60795.0
12;3;16.814634146341486;1;28;58601.0
15;3;17.50243902439027;1;28;54294.0
18;3;14.742857142857165;1;28;51271.0
21;3;10.942857142857166;1;28;54814.0
0;3;9.076190476190499;2;29;54104.0
3;3;7.9761904761905;2;29;46117.0
6;3;7.759523809523834;2;29;48700.0
9;3;14.654761904761932;2;29;59953.0
12;3;18.504761904761928;2;29;58345.0
15;3;19.64761904761907;2;29;53609.0
18;3;16.70952380952383;2;29;49938.0
21;3;12.480952380952406;2;29;53551.0
0;3;10.619512195121976;3;30;52861.0
3;3;8.995238095238117;3;30;44950.0
6;3;8.414634146341486;3;30;47154.0
9;3;16.14761904761907;3;30;58174.0
12;3;20.588095238095256;3;30;56274.0
15;3;21.45476190476193;3;30;52352.0
18;3;17.885714285714304;3;30;49325.0
21;3;13.771428571428595;3;30;51994.0
0;3;12.228571428571447;4;31;51276.0
3;3;11.640476190476212;4;31;42973.0
6;3;10.947619047619074;4;31;44448.0
9;3;14.66666666666669;4;31;55410.0
12;3;16.921428571428592;4;31;55641.0
15;3;16.864285714285735;4;31;51870.0
18;3;13.807142857142882;4;31;48655.0
21;3;11.516666666666694;4;31;51543.0
0;4;10.328571428571447;5;1;51511.0
3;4;9.252380952380978;5;1;42255.0
6;4;8.72380952380955;5;1;40742.0
9;4;11.257142857142881;5;1;47706.0
12;4;12.86341463414636;5;1;51576.0
15;4;12.650000000000023;5;1;47822.0
18;4;10.88809523809526;5;1;45730.0
21;4;9.366666666666688;5;1;49898.0
0;4;8.41904761904764;6;2;52240.0
3;4;8.03809523809526;6;2;43160.0
6;4;7.84523809523812;6;2;40676.0
9;4;10.928571428571448;6;2;45086.0
12;4;13.119047619047643;6;2;49761.0
15;4;14.045238095238123;6;2;44611.0
18;4;12.326190476190499;6;2;42528.0
21;4;9.89523809523812;6;2;49899.0
0;4;8.48095238095241;0;3;51421.0
3;4;7.471428571428592;0;3;44154.0
6;4;6.942857142857166;0;3;47668.0
9;4;12.907142857142885;0;3;59417.0
12;4;17.040476190476213;0;3;57820.0
15;4;17.72857142857145;0;3;53108.0
18;4;15.090476190476211;0;3;49359.0
21;4;12.138095238095259;0;3;52825.0
0;4;10.05238095238097;1;4;52394.0
3;4;8.957142857142879;1;4;44643.0
6;4;8.600000000000025;1;4;46972.0
9;4;13.642857142857164;1;4;58317.0
12;4;16.250000000000018;1;4;57957.0
15;4;15.983333333333354;1;4;54061.0
18;4;13.76904761904764;1;4;51303.0
21;4;11.407142857142881;1;4;53978.0
0;4;10.040476190476213;2;5;53703.0
3;4;9.076190476190499;2;5;45172.0
6;4;8.726190476190501;2;5;47332.0
9;4;12.33809523809526;2;5;58658.0
12;4;14.864285714285737;2;5;58674.0
15;4;15.319047619047643;2;5;54424.0
18;4;13.03571428571431;2;5;51317.0
21;4;10.08809523809526;2;5;54542.0
0;4;8.652380952380977;3;6;54336.0
3;4;7.102380952380974;3;6;46496.0
6;4;6.46666666666669;3;6;49198.0
9;4;11.49761904761907;3;6;60371.0
12;4;14.163414634146367;3;6;59419.0
15;4;14.938095238095261;3;6;55022.0
18;4;12.640476190476214;3;6;51448.0
21;4;9.083333333333357;3;6;54964.0
0;4;6.723809523809545;4;7;55213.0
3;4;5.083333333333361;4;7;47615.0
6;4;4.8238095238095475;4;7;50382.0
9;4;12.00000000000002;4;7;61095.0
12;4;16.052380952380975;4;7;58322.0
15;4;17.87380952380955;4;7;52946.0
18;4;15.707142857142886;4;7;49026.0
21;4;10.983333333333357;4;7;51905.0
0;4;8.945238095238118;5;8;52680.0
3;4;7.559523809523832;5;8;43625.0
6;4;7.202380952380973;5;8;42929.0
9;4;15.31666666666669;5;8;48668.0
12;4;19.43809523809526;5;8;48895.0
15;4;20.95476190476193;5;8;44906.0
18;4;18.200000000000017;5;8;41786.0
21;4;13.383333333333358;5;8;45757.0
0;4;10.780952380952401;6;9;48566.0
3;4;9.233333333333357;6;9;39984.0
6;4;8.88809523809526;6;9;37801.0
9;4;17.0261904761905;6;9;41742.0
12;4;21.28809523809526;6;9;44140.0
15;4;22.395238095238117;6;9;40260.0
18;4;18.93809523809526;6;9;38383.0
21;4;13.409523809523833;6;9;44995.0
0;4;10.885714285714307;0;10;46747.0
3;4;9.678571428571452;0;10;39164.0
6;4;9.671428571428592;0;10;41887.0
9;4;15.461904761904785;0;10;52796.0
12;4;18.521428571428594;0;10;54432.0
15;4;18.888095238095264;0;10;51701.0
18;4;15.74285714285716;0;10;48339.0
21;4;11.80476190476193;0;10;50517.0
0;4;9.375609756097585;1;11;50930.0
3;4;8.345238095238116;1;11;42920.0
6;4;8.197619047619074;1;11;44939.0
9;4;13.14761904761907;1;11;55699.0
12;4;15.592857142857161;1;11;56133.0
15;4;16.557142857142882;1;11;52432.0
18;4;14.32439024390246;1;11;48989.0
21;4;10.454761904761929;1;11;51416.0
0;4;7.923809523809547;2;12;52003.0
3;4;6.552380952380976;2;12;44064.0
6;4;6.483333333333354;2;12;46405.0
9;4;13.980952380952404;2;12;56484.0
12;4;17.261904761904788;2;12;56505.0
15;4;18.154761904761923;2;12;52738.0
18;4;15.771428571428595;2;12;49396.0
21;4;11.600000000000023;2;12;51432.0
0;4;9.385365853658556;3;13;52163.0
3;4;8.06097560975612;3;13;43755.0
6;4;7.885714285714306;3;13;45928.0
9;4;13.947619047619074;3;13;55927.0
12;4;17.090476190476217;3;13;56797.0
15;4;18.159523809523833;3;13;53478.0
18;4;15.811904761904781;3;13;50222.0
21;4;12.216666666666692;3;13;51710.0
0;4;10.164285714285736;4;14;52469.0
3;4;8.869047619047643;4;14;43530.0
6;4;8.780952380952405;4;14;44951.0
9;4;14.092857142857165;4;14;55018.0
12;4;16.530952380952403;4;14;55806.0
15;4;17.22857142857145;4;14;51782.0
18;4;14.785714285714313;4;14;48239.0
21;4;11.780952380952403;4;14;50289.0
0;4;10.326190476190499;5;15;51577.0
3;4;9.735714285714307;5;15;42116.0
6;4;10.080952380952409;5;15;40634.0
9;4;13.12857142857145;5;15;46412.0
12;4;14.407142857142876;5;15;50097.0
15;4;14.433333333333353;5;15;46875.0
18;4;12.954761904761929;5;15;44732.0
21;4;11.019047619047646;5;15;48096.0
0;4;9.871428571428593;6;16;50653.0
3;4;8.871428571428597;6;16;41732.0
6;4;8.864285714285737;6;16;39218.0
9;4;12.671428571428594;6;16;43593.0
12;4;14.690476190476213;6;16;46938.0
15;4;15.359523809523832;6;16;41832.0
18;4;13.4261904761905;6;16;39822.0
21;4;10.326190476190503;6;16;45922.0
0;4;8.61666666666669;0;17;49562.0
3;4;7.464285714285743;0;17;41453.0
6;4;7.578571428571449;0;17;40295.0
9;4;12.830952380952402;0;17;44352.0
12;4;15.295238095238116;0;17;48829.0
15;4;15.55476190476193;0;17;44586.0
18;4;13.535714285714308;0;17;43075.0
21;4;9.838095238095258;0;17;48138.0
0;4;8.257142857142878;1;18;50769.0
3;4;6.538095238095262;1;18;43567.0
6;4;6.504761904761926;1;18;47125.0
9;4;11.335714285714309;1;18;58493.0
12;4;13.357142857142879;1;18;59697.0
15;4;13.673809523809549;1;18;55973.0
18;4;11.233333333333354;1;18;52436.0
21;4;8.042857142857166;1;18;54533.0
0;4;6.088095238095265;2;19;56276.0
3;4;4.311904761904783;2;19;48842.0
6;4;4.361904761904786;2;19;51340.0
9;4;9.678571428571448;2;19;61767.0
12;4;12.057142857142876;2;19;61391.0
15;4;12.569047619047641;2;19;56979.0
18;4;10.326190476190497;2;19;53872.0
21;4;6.630952380952401;2;19;56119.0
0;4;4.364285714285733;3;20;58306.0
3;4;2.4071428571428832;3;20;50800.0
6;4;2.8166666666666926;3;20;54003.0
9;4;9.090476190476213;3;20;64203.0
12;4;12.066666666666686;3;20;62357.0
15;4;13.573809523809546;3;20;57167.0
18;4;11.88333333333336;3;20;53044.0
21;4;6.845238095238117;3;20;55346.0
0;4;5.10476190476193;4;21;58062.0
3;4;2.823809523809549;4;21;50253.0
6;4;3.9857142857143066;4;21;53127.0
9;4;12.085365853658558;4;21;62951.0
12;4;15.628571428571448;4;21;60395.0
15;4;16.857142857142883;4;21;54815.0
18;4;15.092857142857165;4;21;50861.0
21;4;9.447619047619066;4;21;52304.0
0;4;7.033333333333355;5;22;54723.0
3;4;5.985714285714308;5;22;45890.0
6;4;7.026190476190503;5;22;44753.0
9;4;14.009523809523833;5;22;50008.0
12;4;17.4261904761905;5;22;51398.0
15;4;17.987804878048806;5;22;47293.0
18;4;15.471428571428598;5;22;44852.0
21;4;11.126190476190501;5;22;47592.0
0;4;8.547619047619074;6;23;51720.0
3;4;6.652380952380978;6;23;43204.0
6;4;7.242857142857164;6;23;41196.0
9;4;13.519047619047646;6;23;44620.0
12;4;16.495238095238115;6;23;47662.0
15;4;17.438095238095258;6;23;43095.0
18;4;15.485714285714309;6;23;40920.0
21;4;10.3761904761905;6;23;46192.0
0;4;7.426190476190499;0;24;50509.0
3;4;5.640476190476214;0;24;43306.0
6;4;6.892857142857169;0;24;46976.0
9;4;14.460975609756128;0;24;57390.0
12;4;17.990476190476215;0;24;56918.0
15;4;18.73571428571431;0;24;53159.0
18;4;16.01904761904764;0;24;49841.0
21;4;11.790476190476214;0;24;50915.0
0;4;9.933333333333353;1;25;52148.0
3;4;8.816666666666688;1;25;44001.0
6;4;8.821428571428596;1;25;45804.0
9;4;11.473809523809544;1;25;57437.0
12;4;12.335714285714309;1;25;59625.0
15;4;11.633333333333361;1;25;56793.0
18;4;9.778571428571452;1;25;54951.0
21;4;7.5880952380952635;1;25;55426.0
0;4;6.530952380952403;2;26;56483.0
3;4;5.473809523809546;2;26;48441.0
6;4;5.533333333333355;2;26;51141.0
9;4;8.021428571428595;2;26;62225.0
12;4;9.619047619047643;2;26;63277.0
15;4;9.360975609756123;2;26;59593.0
18;4;8.09756097560978;2;26;57633.0
21;4;5.9146341463414895;2;26;58010.0
0;4;4.431707317073196;3;27;59739.0
3;4;3.6000000000000214;3;27;51758.0
6;4;4.21219512195124;3;27;54452.0
9;4;8.337500000000023;3;27;65357.0
12;4;9.997619047619073;3;27;64639.0
15;4;10.395238095238117;3;27;60337.0
18;4;8.86666666666669;3;27;57284.0
21;4;6.214285714285735;3;27;58341.0
0;4;4.869047619047639;4;28;60305.0
3;4;4.250000000000023;4;28;52083.0
6;4;5.190476190476209;4;28;54672.0
9;4;9.934146341463437;4;28;65149.0
12;4;11.985714285714312;4;28;63781.0
15;4;12.502380952380971;4;28;58589.0
18;4;11.31428571428574;4;28;54924.0
21;4;7.526190476190497;4;28;55526.0
0;4;5.223809523809543;5;29;58825.0
3;4;3.8000000000000247;5;29;49799.0
6;4;5.171428571428591;5;29;49070.0
9;4;12.607142857142884;5;29;53725.0
12;4;15.661904761904783;5;29;53021.0
15;4;16.761904761904788;5;29;48064.0
18;4;15.169047619047639;5;29;44680.0
21;4;10.483333333333352;5;29;47327.0
0;4;8.566666666666693;6;30;52686.0
3;4;7.816666666666691;6;30;44060.0
6;4;9.09761904761907;6;30;41805.0
9;4;14.119047619047643;6;30;44973.0
12;4;15.750000000000021;6;30;48491.0
15;4;13.92857142857145;6;30;45091.0
18;4;11.400000000000025;6;30;43343.0
21;4;9.000000000000023;6;30;48512.0
0;5;7.957142857142881;0;1;52080.0
3;5;7.235714285714312;0;1;43670.0
6;5;7.347619047619071;0;1;42021.0
9;5;10.369047619047643;0;1;45534.0
12;5;12.673809523809544;0;1;49985.0
15;5;13.35250000000002;0;1;45323.0
18;5;11.68095238095241;0;1;43563.0
21;5;9.328571428571447;0;1;48151.0
0;5;8.314285714285734;1;2;51920.0
3;5;7.75238095238097;1;2;44609.0
6;5;8.747619047619065;1;2;48031.0
9;5;12.242857142857165;1;2;59497.0
12;5;13.61666666666669;1;2;60354.0
15;5;14.200000000000026;1;2;56687.0
18;5;12.645238095238115;1;2;53785.0
21;5;10.204761904761927;1;2;53536.0
0;5;8.89761904761907;2;3;55148.0
3;5;8.183333333333357;2;3;46854.0
6;5;8.704761904761927;2;3;49014.0
9;5;12.383333333333352;2;3;60409.0
12;5;14.197619047619074;2;3;60912.0
15;5;14.254761904761928;2;3;57175.0
18;5;12.973809523809548;2;3;54459.0
21;5;10.242857142857169;2;3;54089.0
0;5;8.754761904761926;3;4;56008.0
3;5;8.069047619047641;3;4;47194.0
6;5;8.845238095238118;3;4;49332.0
9;5;12.792857142857164;3;4;59881.0
12;5;15.088095238095255;3;4;60395.0
15;5;15.526190476190502;3;4;56153.0
18;5;14.483333333333354;3;4;52944.0
21;5;11.21904761904764;3;4;52148.0
0;5;9.845238095238122;4;5;54498.0
3;5;8.971428571428593;4;5;46361.0
6;5;9.907142857142881;4;5;48387.0
9;5;14.085714285714309;4;5;58502.0
12;5;17.01666666666669;4;5;58121.0
15;5;18.123809523809545;4;5;53497.0
18;5;16.502380952380978;4;5;50136.0
21;5;13.495238095238117;4;5;49659.0
0;5;12.01428571428574;5;6;52563.0
3;5;11.278571428571448;5;6;42821.0
6;5;11.754761904761928;5;6;40914.0
9;5;13.366666666666685;5;6;47356.0
12;5;14.745238095238122;5;6;51991.0
15;5;15.295238095238119;5;6;48906.0
18;5;14.223809523809548;5;6;46208.0
21;5;12.12439024390246;5;6;46932.0
0;5;10.975609756097587;6;7;50883.0
3;5;10.626829268292704;6;7;41714.0
6;5;11.065853658536607;6;7;38909.0
9;5;14.007317073170753;6;7;42907.0
12;5;15.58048780487807;6;7;47993.0
15;5;15.975609756097583;6;7;44175.0
18;5;14.52926829268295;6;7;42151.0
21;5;11.585365853658562;6;7;44775.0
0;5;10.102439024390264;0;8;49929.0
3;5;8.885365853658554;0;8;41464.0
6;5;9.673170731707339;0;8;39859.0
9;5;13.170731707317092;0;8;44519.0
12;5;15.107317073170757;0;8;49730.0
15;5;15.665853658536612;0;8;46040.0
18;5;13.919512195121975;0;8;44930.0
21;5;10.787804878048803;0;8;47367.0
0;5;9.339024390243932;1;9;50830.0
3;5;7.878048780487832;1;9;43221.0
6;5;8.600000000000023;1;9;46692.0
9;5;13.125000000000023;1;9;57773.0
12;5;16.095121951219532;1;9;57647.0
15;5;17.32926829268295;1;9;53916.0
18;5;15.814634146341485;1;9;50159.0
21;5;11.931707317073188;1;9;49327.0
0;5;9.331707317073201;2;10;52380.0
3;5;7.875609756097583;2;10;44222.0
6;5;9.831707317073196;2;10;46507.0
9;5;15.568292682926852;2;10;56436.0
12;5;18.178048780487828;2;10;56366.0
15;5;18.495121951219538;2;10;52938.0
18;5;16.992682926829293;2;10;49913.0
21;5;13.897560975609776;2;10;48918.0
0;5;12.870731707317091;3;11;51184.0
3;5;12.0487804878049;3;11;42327.0
6;5;13.12195121951222;3;11;43778.0
9;5;15.51463414634149;3;11;54494.0
12;5;17.404878048780514;3;11;56550.0
15;5;17.039024390243924;3;11;54112.0
18;5;15.504878048780512;3;11;51548.0
21;5;13.526829268292703;3;11;49585.0
0;5;12.882926829268321;4;12;51448.0
3;5;12.051219512195143;4;12;42347.0
6;5;13.065853658536605;4;12;43894.0
9;5;16.748780487804897;4;12;54249.0
12;5;18.54146341463417;4;12;55291.0
15;5;18.314634146341486;4;12;52319.0
18;5;16.7487804878049;4;12;49024.0
21;5;13.995121951219533;4;12;47279.0
0;5;12.700000000000024;5;13;50354.0
3;5;11.807317073170754;5;13;40320.0
6;5;12.80487804878051;5;13;38352.0
9;5;16.365853658536604;5;13;44413.0
12;5;18.287804878048807;5;13;47858.0
15;5;18.614634146341484;5;13;44454.0
18;5;17.060975609756124;5;13;42153.0
21;5;13.375609756097585;5;13;42129.0
0;5;12.168292682926852;6;14;47385.0
3;5;11.602439024390266;6;14;38068.0
6;5;12.753658536585391;6;14;35008.0
9;5;17.09268292682929;6;14;38791.0
12;5;19.46585365853661;6;14;43937.0
15;5;20.05853658536588;6;14;40783.0
18;5;18.307500000000022;6;14;39036.0
21;5;14.07317073170734;6;14;41851.0
0;5;12.053658536585386;0;15;46416.0
3;5;10.9878048780488;0;15;38235.0
6;5;13.236585365853681;0;15;40410.0
9;5;19.407317073170752;0;15;51527.0
12;5;22.314634146341486;0;15;53499.0
15;5;23.26341463414636;0;15;51284.0
18;5;21.863414634146363;0;15;48248.0
21;5;17.442500000000027;0;15;46320.0
0;5;15.092682926829289;1;16;48669.0
3;5;13.795121951219537;1;16;39555.0
6;5;15.931707317073188;1;16;40492.0
9;5;21.78536585365856;1;16;50903.0
12;5;24.729268292682956;1;16;53495.0
15;5;25.69268292682929;1;16;51760.0
18;5;23.636585365853684;1;16;49008.0
21;5;18.54146341463417;1;16;46356.0
0;5;16.05609756097563;2;17;48413.0
3;5;14.634146341463437;2;17;39240.0
6;5;16.77804878048783;2;17;39582.0
9;5;22.360975609756125;2;17;50611.0
12;5;24.455000000000023;2;17;53836.0
15;5;23.519512195121976;2;17;52450.0
18;5;20.290243902439048;2;17;49224.0
21;5;17.039024390243927;2;17;46876.0
0;5;15.602439024390264;3;18;48547.0
3;5;14.59024390243905;3;18;39282.0
6;5;14.921951219512216;3;18;39892.0
9;5;16.887804878048804;3;18;51301.0
12;5;17.755000000000024;3;18;54362.0
15;5;17.053658536585388;3;18;52173.0
18;5;15.100000000000026;3;18;49727.0
21;5;12.743902439024412;3;18;47205.0
0;5;10.951219512195141;4;19;48637.0
3;5;9.790243902439046;4;19;39812.0
6;5;10.14390243902441;4;19;41109.0
9;5;13.209756097560998;4;19;52729.0
12;5;15.031707317073192;4;19;54686.0
15;5;15.268292682926852;4;19;51083.0
18;5;13.897560975609776;4;19;47845.0
21;5;10.758536585365876;4;19;45680.0
0;5;9.434146341463435;5;20;49241.0
3;5;8.595121951219536;5;20;39505.0
6;5;10.439024390243928;5;20;37563.0
9;5;14.246341463414659;5;20;43730.0
12;5;16.34146341463417;5;20;47508.0
15;5;17.092682926829294;5;20;44031.0
18;5;16.392682926829288;5;20;41368.0
21;5;11.91707317073173;5;20;41319.0
0;5;9.787804878048801;6;21;47004.0
3;5;8.270731707317099;6;21;37656.0
6;5;10.99024390243905;6;21;34582.0
9;5;17.175609756097586;6;21;38426.0
12;5;20.278048780487822;6;21;43099.0
15;5;21.639024390243925;6;21;39750.0
18;5;20.382926829268317;6;21;37894.0
21;5;15.634146341463437;6;21;40699.0
0;5;13.419512195121975;0;22;45258.0
3;5;12.153658536585391;0;22;37100.0
6;5;14.373170731707347;0;22;38688.0
9;5;19.741463414634172;0;22;50422.0
12;5;22.72926829268295;0;22;52974.0
15;5;23.270731707317097;0;22;50855.0
18;5;21.00000000000002;0;22;48196.0
21;5;16.595121951219532;0;22;45665.0
0;5;14.378048780487832;1;23;48008.0
3;5;13.300000000000024;1;23;38862.0
6;5;14.973684210526336;1;23;39372.0
9;5;18.751219512195142;1;23;50712.0
12;5;21.385365853658552;1;23;53335.0
15;5;22.18292682926832;1;23;51587.0
18;5;20.84146341463417;1;23;48667.0
21;5;16.700000000000024;1;23;45886.0
0;5;14.790243902439048;2;24;48278.0
3;5;13.717073170731732;2;24;39054.0
6;5;15.69268292682929;2;24;39486.0
9;5;19.851219512195147;2;24;50802.0
12;5;22.94146341463417;2;24;53512.0
15;5;24.060000000000024;2;24;51938.0
18;5;22.63250000000002;2;24;48666.0
21;5;18.19500000000002;2;24;45105.0
0;5;16.15750000000002;3;25;48134.0
3;5;14.595000000000024;3;25;38070.0
6;5;16.630000000000024;3;25;34271.0
9;5;22.077500000000022;3;25;39922.0
12;5;24.980000000000025;3;25;44626.0
15;5;25.947500000000026;3;25;42474.0
18;5;24.465000000000025;3;25;40664.0
