Date;Heures;Consommation;t
2018-01-19;12;73868.0;9.111904761904785
2018-01-19;15;68910.0;8.76904761904764
2018-01-19;18;72433.0;6.695238095238119
2018-01-19;21;69760.0;5.985714285714308
2018-01-20;0;69235.0;5.724390243902462
2018-01-20;3;59947.0;5.657142857142881
2018-01-20;6;58255.0;6.040476190476214
2018-01-20;9;65578.0;7.278571428571447
2018-01-20;12;69778.0;9.14047619047621
2018-01-20;15;65589.0;9.966666666666692
2018-01-20;18;66684.0;10.088095238095264
2018-01-20;21;63267.0;9.935714285714315
2018-01-21;0;64014.0;9.628571428571448
2018-01-21;3;55144.0;9.438095238095258
2018-01-21;6;52032.0;9.092857142857165
2018-01-21;9;56590.0;9.204761904761925
2018-01-21;12;63812.0;10.426190476190499
2018-01-21;15;59279.0;10.561904761904787
2018-01-21;18;62152.0;9.829268292682952
2018-01-21;21;62717.0;9.757500000000022
2018-01-22;0;61967.0;10.204878048780513
2018-01-22;3;54187.0;10.443902439024418
2018-01-22;6;56490.0;10.752380952380975
2018-01-22;9;69111.0;11.119047619047643
2018-01-22;12;70314.0;12.204761904761927
2018-01-22;15;66259.0;12.07380952380955
2018-01-22;18;68665.0;10.354761904761927
2018-01-22;21;65565.0;9.433333333333353
2018-01-23;0;63775.0;8.776190476190497
2018-01-23;3;55861.0;8.185714285714306
2018-01-23;6;58195.0;7.916666666666691
2018-01-23;9;70737.0;9.235714285714309
2018-01-23;12;70341.0;11.711904761904785
2018-01-23;15;66155.0;12.228571428571453
2018-01-23;18;68572.0;10.883333333333358
2018-01-23;21;65098.0;10.135714285714304
2018-01-24;0;62937.0;9.623809523809545
2018-01-24;3;54556.0;9.314285714285734
2018-01-24;6;56775.0;8.55000000000002
2018-01-24;9;69528.0;9.76666666666669
2018-01-24;12;68992.0;13.009523809523838
2018-01-24;15;64353.0;12.747619047619068
2018-01-24;18;67281.0;10.552380952380975
2018-01-24;21;64858.0;9.330952380952407
2018-01-25;0;63000.0;8.911904761904786
2018-01-25;3;54942.0;8.754761904761931
2018-01-25;6;57126.0;8.219047619047647
2018-01-25;9;69772.0;8.921428571428594
2018-01-25;12;70967.0;10.511904761904784
2018-01-25;15;67514.0;10.309523809523833
2018-01-25;18;69812.0;8.883333333333356
2018-01-25;21;66130.0;7.9809523809524
2018-01-26;0;64655.0;7.333333333333353
2018-01-26;3;56761.0;6.5785714285714505
2018-01-26;6;59849.0;5.976190476190502
2018-01-26;9;73273.0;6.39761904761907
2018-01-26;12;73098.0;8.140476190476218
2018-01-26;15;68450.0;8.173809523809544
2018-01-26;18;70501.0;6.771428571428595
2018-01-26;21;67878.0;5.947619047619069
2018-01-27;0;66882.0;5.019047619047644
2018-01-27;3;58495.0;4.67857142857145
2018-01-27;6;57472.0;4.490476190476214
2018-01-27;9;65560.0;5.071428571428596
2018-01-27;12;68826.0;7.421428571428597
2018-01-27;15;63358.0;8.290476190476207
2018-01-27;18;65231.0;6.642857142857163
2018-01-27;21;65069.0;5.5785714285714505
2018-01-28;0;66266.0;5.164285714285734
2018-01-28;3;57754.0;5.128571428571451
2018-01-28;6;54386.0;5.092857142857161
2018-01-28;9;58895.0;6.576190476190502
2018-01-28;12;63695.0;9.476190476190501
2018-01-28;15;57337.0;10.352380952380976
2018-01-28;18;60166.0;8.259523809523824
2018-01-28;21;62683.0;7.442857142857165
2018-01-29;0;62404.0;6.857142857142882
2018-01-29;3;55456.0;6.669047619047642
2018-01-29;6;58242.0;6.421428571428594
2018-01-29;9;71745.0;7.609523809523833
2018-01-29;12;72147.0;9.86904761904764
2018-01-29;15;67902.0;10.197619047619074
2018-01-29;18;69526.0;8.533333333333362
2018-01-29;21;66879.0;7.695238095238119
2018-01-30;0;64775.0;7.030952380952404
2018-01-30;3;56736.0;6.583333333333356
2018-01-30;6;59188.0;6.380952380952405
2018-01-30;9;72020.0;7.283333333333358
2018-01-30;12;72020.0;9.507142857142881
2018-01-30;15;67835.0;9.928571428571452
2018-01-30;18;69459.0;8.488095238095262
2018-01-30;21;66841.0;8.07857142857145
2018-01-31;0;64608.0;7.6500000000000234
2018-01-31;3;56880.0;7.140476190476214
2018-01-31;6;59397.0;6.792857142857166
2018-01-31;9;72500.0;7.32380952380955
2018-01-31;12;73691.0;9.204761904761929
2018-01-31;15;70052.0;9.53571428571431
2018-01-31;18;71506.0;7.495238095238118
2018-01-31;21;69058.0;6.6238095238095465
2018-02-01;0;67329.0;5.809523809523832
2018-02-01;3;60216.0;5.126190476190501
2018-02-01;6;62631.0;4.716666666666687
2018-02-01;9;75815.0;5.369047619047642
2018-02-01;12;76064.0;6.883333333333357
2018-02-01;15;71161.0;7.276190476190501
2018-02-01;18;73001.0;4.764285714285729
2018-02-01;21;72271.0;3.7761904761904943
2018-02-02;0;70975.0;3.0547619047619268
2018-02-02;3;63652.0;2.657142857142878
2018-02-02;6;66410.0;2.3261904761905043
2018-02-02;9;79536.0;3.735714285714311
2018-02-02;12;77724.0;6.171428571428597
2018-02-02;15;72662.0;6.430952380952403
2018-02-02;18;74225.0;4.740476190476213
2018-02-02;21;72739.0;3.959523809523834
2018-02-03;0;71752.0;3.3500000000000227
2018-02-03;3;62954.0;3.03571428571431
2018-02-03;6;61363.0;2.9785714285714535
2018-02-03;9;68742.0;4.080952380952407
2018-02-03;12;72006.0;6.023809523809549
2018-02-03;15;67194.0;6.24523809523812
2018-02-03;18;68193.0;4.828571428571452
2018-02-03;21;68597.0;3.890476190476213
2018-02-04;0;70042.0;3.39761904761907
2018-02-04;3;61915.0;2.9880952380952612
2018-02-04;6;59265.0;2.259523809523832
2018-02-04;9;64544.0;3.5095238095238335
2018-02-04;12;70460.0;5.666666666666687
2018-02-04;15;64618.0;5.811904761904783
2018-02-04;18;66912.0;3.8404761904762124
2018-02-04;21;71563.0;2.823809523809543
2018-02-05;0;71619.0;2.2904761904762134
2018-02-05;3;65444.0;1.8142857142857398
2018-02-05;6;68894.0;1.404761904761929
2018-02-05;9;82764.0;2.0785714285714545
2018-02-05;12;84334.0;3.45476190476193
2018-02-05;15;80334.0;3.9357142857143077
2018-02-05;18;81056.0;2.89285714285717
2018-02-05;21;78906.0;2.3714285714285896
2018-02-06;0;76504.0;2.1666666666666896
2018-02-06;3;69407.0;1.8952380952381147
2018-02-06;6;71266.0;1.6390243902439243
2018-02-06;9;82920.0;2.178571428571453
2018-02-06;12;85034.0;3.5071428571428775
2018-02-06;15;80688.0;3.878571428571451
2018-02-06;18;81841.0;2.5500000000000234
2018-02-06;21;79876.0;1.8047619047619268
2018-02-07;0;77651.0;1.1452380952381174
2018-02-07;3;70615.0;0.9833333333333566
2018-02-07;6;72569.0;0.6380952380952614
2018-02-07;9;85064.0;1.2878048780488085
2018-02-07;12;86650.0;2.9428571428571653
2018-02-07;15;82146.0;3.0452380952381177
2018-02-07;18;82458.0;1.7309523809524023
2018-02-07;21;80855.0;0.8833333333333555
2018-02-08;0;79437.0;0.44285714285716504
2018-02-08;3;73043.0;0.026190476190501095
2018-02-08;6;74828.0;-0.6452380952380674
2018-02-08;9;87030.0;0.7975609756097793
2018-02-08;12;85887.0;3.52857142857145
2018-02-08;15;79316.0;4.242857142857163
2018-02-08;18;80080.0;1.9714285714285946
2018-02-08;21;80405.0;0.8380952380952635
2018-02-09;0;79142.0;0.18095238095240315
2018-02-09;3;72673.0;-0.014285714285689113
2018-02-09;6;74848.0;-0.021428571428547878
2018-02-09;9;86978.0;1.8285714285714478
2018-02-09;12;86152.0;4.4428571428571635
2018-02-09;15;80016.0;5.0976190476190695
2018-02-09;18;79350.0;3.3452380952381153
2018-02-09;21;78663.0;2.5761904761904977
2018-02-10;0;77791.0;1.9547619047619256
2018-02-10;3;69701.0;1.3738095238095451
2018-02-10;6;68208.0;1.1071428571428787
2018-02-10;9;75809.0;2.8809523809524014
2018-02-10;12;75861.0;6.040476190476214
2018-02-10;15;69266.0;6.509523809523829
2018-02-10;18;70604.0;4.500000000000019
2018-02-10;21;72875.0;3.5452380952381164
2018-02-11;0;73823.0;3.719047619047643
2018-02-11;3;65918.0;3.9952380952381183
2018-02-11;6;61624.0;4.116666666666688
2018-02-11;9;65490.0;5.504761904761926
2018-02-11;12;69737.0;8.126190476190496
2018-02-11;15;64325.0;8.033333333333355
2018-02-11;18;65888.0;5.871428571428593
2018-02-11;21;70557.0;4.645238095238118
2018-02-12;0;70925.0;3.7095238095238314
2018-02-12;3;64970.0;2.783333333333356
2018-02-12;6;68711.0;1.835714285714312
2018-02-12;9;82003.0;3.702380952380974
2018-02-12;12;79607.0;6.333333333333356
2018-02-12;15;73392.0;6.480952380952408
2018-02-12;18;74148.0;3.166666666666687
2018-02-12;21;76798.0;1.2619047619047823
2018-02-13;0;76191.0;0.44285714285716643
2018-02-13;3;70179.0;-0.09285714285712202
2018-02-13;6;73127.0;-0.3595238095237844
2018-02-13;9;85337.0;2.0452380952381164
2018-02-13;12;85014.0;4.747619047619074
2018-02-13;15;80166.0;5.259523809523832
2018-02-13;18;80220.0;3.4571428571428786
2018-02-13;21;79385.0;2.721428571428592
2018-02-14;0;77289.0;1.959523809523834
2018-02-14;3;70741.0;1.3666666666666865
2018-02-14;6;72145.0;1.1714285714285941
2018-02-14;9;83986.0;3.1452380952381174
2018-02-14;12;84195.0;5.811904761904783
2018-02-14;15;79690.0;6.9047619047619335
2018-02-14;18;78789.0;5.940476190476214
2018-02-14;21;76783.0;5.523809523809544
2018-02-15;0;74116.0;5.873809523809548
2018-02-15;3;66416.0;6.552380952380975
2018-02-15;6;66541.0;7.190476190476212
2018-02-15;9;77391.0;8.438095238095261
2018-02-15;12;77427.0;10.771428571428594
2018-02-15;15;72192.0;11.414285714285736
2018-02-15;18;70989.0;9.407500000000024
2018-02-15;21;70569.0;8.141463414634169
2018-02-16;0;68848.0;7.053658536585386
2018-02-16;3;61374.0;6.202439024390267
2018-02-16;6;63826.0;5.49268292682929
2018-02-16;9;76676.0;7.00714285714288
2018-02-16;12;74504.0;10.409523809523828
2018-02-16;15;68022.0;11.283333333333362
2018-02-16;18;67514.0;8.72857142857145
2018-02-16;21;68446.0;7.39047619047621
2018-02-17;0;67542.0;6.861904761904784
2018-02-17;3;58357.0;6.76666666666669
2018-02-17;6;56909.0;6.545238095238115
2018-02-17;9;64350.0;7.159523809523832
2018-02-17;12;67838.0;8.859523809523836
2018-02-17;15;62103.0;9.123809523809548
2018-02-17;18;61115.0;7.02857142857145
2018-02-17;21;64512.0;5.4880952380952595
2018-02-18;0;67035.0;4.580952380952401
2018-02-18;3;59709.0;3.9166666666666936
2018-02-18;6;57170.0;3.350000000000024
2018-02-18;9;61908.0;5.364285714285733
2018-02-18;12;66165.0;7.88571428571431
2018-02-18;15;59516.0;8.24047619047621
2018-02-18;18;60537.0;6.488095238095264
2018-02-18;21;66174.0;5.119047619047639
2018-02-19;0;66715.0;4.304761904761927
2018-02-19;3;60309.0;3.788095238095263
2018-02-19;6;63475.0;3.6309523809524054
2018-02-19;9;76445.0;4.904761904761922
2018-02-19;12;77693.0;7.500000000000019
2018-02-19;15;72714.0;8.266666666666685
2018-02-19;18;72334.0;6.997560975609779
2018-02-19;21;71432.0;6.3761904761905
2018-02-20;0;69489.0;6.090476190476212
2018-02-20;3;61517.0;5.790476190476211
2018-02-20;6;63238.0;5.6309523809524
2018-02-20;9;75424.0;6.4404761904762085
2018-02-20;12;76325.0;8.130952380952404
2018-02-20;15;71529.0;8.116666666666688
2018-02-20;18;71682.0;6.576190476190502
2018-02-20;21;71925.0;5.2833333333333545
2018-02-21;0;70610.0;4.359523809523829
2018-02-21;3;63707.0;3.2214285714285906
2018-02-21;6;66690.0;2.4000000000000177
2018-02-21;9;79636.0;3.238095238095264
2018-02-21;12;78914.0;5.580952380952407
2018-02-21;15;73279.0;6.071428571428594
2018-02-21;18;73119.0;3.9761904761905007
2018-02-21;21;75773.0;2.661904761904784
2018-02-22;0;74948.0;1.4357142857143117
2018-02-22;3;68656.0;0.5785714285714518
2018-02-22;6;71490.0;-0.19523809523807736
2018-02-22;9;83991.0;1.5738095238095529
2018-02-22;12;82810.0;4.373809523809548
2018-02-22;15;76440.0;5.200000000000024
2018-02-22;18;76161.0;3.211904761904787
2018-02-22;21;78441.0;2.016666666666688
2018-02-23;0;77337.0;1.0000000000000258
2018-02-23;3;70953.0;-0.03095238095235686
2018-02-23;6;73854.0;-0.5428571428571202
2018-02-23;9;85122.0;1.2476190476190714
2018-02-23;12;83333.0;4.004761904761928
2018-02-23;15;76587.0;4.728571428571448
2018-02-23;18;75702.0;2.9714285714285946
2018-02-23;21;77879.0;1.721428571428596
2018-02-24;0;77245.0;0.6404761904762102
2018-02-24;3;70210.0;-0.304761904761878
2018-02-24;6;68920.0;-0.5547619047618794
2018-02-24;9;76091.0;1.6880952380952592
2018-02-24;12;76226.0;4.995238095238113
2018-02-24;15;69151.0;6.378571428571451
2018-02-24;18;68289.0;4.352380952380971
2018-02-24;21;72837.0;2.883333333333357
2018-02-25;0;74542.0;1.7380952380952597
2018-02-25;3;67930.0;1.0380952380952575
2018-02-25;6;65523.0;0.3119047619047827
2018-02-25;9;70619.0;1.942857142857161
2018-02-25;12;73765.0;4.702380952380973
2018-02-25;15;66070.0;5.585714285714309
2018-02-25;18;66356.0;2.609523809523832
2018-02-25;21;75338.0;0.6214285714285936
2018-02-26;0;76738.0;-0.6976190476190263
2018-02-26;3;71374.0;-1.902380952380926
2018-02-26;6;75409.0;-2.921951219512172
2018-02-26;9;87868.0;-1.1146341463414438
2018-02-26;12;87497.0;0.9658536585366109
2018-02-26;15;82320.0;1.1317073170731937
2018-02-26;18;82515.0;-1.1317073170731509
2018-02-26;21;86145.0;-2.7341463414633917
2018-02-27;0;85241.0;-4.219512195121933
2018-02-27;3;79902.0;-5.402439024390224
2018-02-27;6;82333.0;-6.148780487804856
2018-02-27;9;92853.0;-3.8428571428571208
2018-02-27;12;92720.0;-1.269047619047599
2018-02-27;15;86511.0;-0.36904761904759875
2018-02-27;18;85764.0;-2.378571428571405
2018-02-27;21;88723.0;-4.249999999999979
2018-02-28;0;88008.0;-5.482926829268272
2018-02-28;3;82428.0;-6.026829268292664
2018-02-28;6;84366.0;-6.354999999999978
2018-02-28;9;95026.0;-3.7428571428571225
2018-02-28;12;95752.0;-0.7428571428571196
2018-02-28;15;91091.0;0.4071428571428766
2018-02-28;18;90260.0;-0.22380952380950297
2018-02-28;21;89390.0;-0.1380952380952167
2018-03-01;0;86643.0;-0.04047619047616855
2018-03-01;3;80029.0;-0.12857142857140907
2018-03-01;6;80211.0;0.3476190476190698
2018-03-01;9;89573.0;1.840476190476215
2018-03-01;12;90944.0;4.285714285714308
2018-03-01;15;85759.0;5.828571428571446
2018-03-01;18;83519.0;5.392857142857165
2018-03-01;21;81684.0;5.2880952380952575
2018-03-02;0;79068.0;5.011904761904783
2018-03-02;3;72142.0;4.400000000000026
2018-03-02;6;72725.0;4.2047619047619245
2018-03-02;9;83111.0;4.904761904761926
2018-03-02;12;84113.0;7.10714285714288
2018-03-02;15;76500.0;8.53809523809526
2018-03-02;18;73200.0;6.30952380952383
2018-03-02;21;74814.0;4.766666666666685
2018-03-03;0;74514.0;4.19523809523812
2018-03-03;3;66633.0;4.133333333333352
2018-03-03;6;64193.0;4.250000000000021
2018-03-03;9;69870.0;6.659523809523834
2018-03-03;12;70684.0;10.052380952380974
2018-03-03;15;63765.0;11.314285714285736
2018-03-03;18;61775.0;8.716666666666688
2018-03-03;21;65816.0;6.654761904761928
2018-03-04;0;67711.0;5.800000000000017
2018-03-04;3;60311.0;5.2261904761905
2018-03-04;6;57129.0;5.076190476190497
2018-03-04;9;60770.0;7.445238095238122
2018-03-04;12;65612.0;9.909523809523831
2018-03-04;15;59928.0;10.34523809523812
2018-03-04;18;59218.0;8.29761904761907
2018-03-04;21;65287.0;6.654761904761928
2018-03-05;0;65886.0;5.6047619047619275
2018-03-05;3;59437.0;5.169047619047636
2018-03-05;6;62235.0;4.952380952380976
2018-03-05;9;73974.0;7.42380952380955
2018-03-05;12;73040.0;10.833333333333359
2018-03-05;15;67362.0;11.428571428571452
2018-03-05;18;66272.0;8.926190476190502
2018-03-05;21;67671.0;6.878571428571449
2018-03-06;0;66439.0;6.066666666666689
2018-03-06;3;59265.0;5.500000000000018
2018-03-06;6;61598.0;5.023809523809547
2018-03-06;9;72854.0;7.7285714285714535
2018-03-06;12;71711.0;10.588095238095264
2018-03-06;15;67058.0;10.09523809523812
2018-03-06;18;66280.0;7.671428571428597
2018-03-06;21;68002.0;6.211904761904786
2018-03-07;0;67286.0;5.340476190476214
2018-03-07;3;59709.0;4.9833333333333565
2018-03-07;6;62122.0;4.86666666666669
2018-03-07;9;74011.0;7.254761904761929
2018-03-07;12;73489.0;9.411904761904784
2018-03-07;15;68272.0;10.228571428571453
2018-03-07;18;66262.0;7.766666666666685
2018-03-07;21;69518.0;5.761904761904783
2018-03-08;0;68776.0;4.711904761904786
2018-03-08;3;61640.0;4.007142857142882
2018-03-08;6;63918.0;4.050000000000021
2018-03-08;9;74667.0;7.907142857142877
2018-03-08;12;72843.0;11.728571428571447
2018-03-08;15;67029.0;12.561904761904787
2018-03-08;18;65342.0;10.004761904761926
2018-03-08;21;67588.0;7.871428571428592
2018-03-09;0;66356.0;7.230952380952402
2018-03-09;3;57982.0;6.837500000000024
2018-03-09;6;59808.0;7.116666666666689
2018-03-09;9;70055.0;10.069047619047646
2018-03-09;12;69743.0;13.154761904761923
2018-03-09;15;64414.0;13.845238095238122
2018-03-09;18;63180.0;12.447619047619071
2018-03-09;21;62994.0;11.464285714285737
2018-03-10;0;61842.0;11.054761904761927
2018-03-10;3;52669.0;10.637500000000024
2018-03-10;6;50692.0;10.4809523809524
2018-03-10;9;56907.0;12.311904761904781
2018-03-10;12;59637.0;14.51904761904764
2018-03-10;15;54300.0;15.057142857142882
2018-03-10;18;52569.0;12.940476190476215
2018-03-10;21;55561.0;11.319047619047643
2018-03-11;0;56881.0;10.697560975609775
2018-03-11;3;48410.0;10.48048780487807
2018-03-11;6;45734.0;10.163414634146363
2018-03-11;9;49570.0;12.470731707317094
2018-03-11;12;54110.0;14.743902439024412
2018-03-11;15;49036.0;14.7487804878049
2018-03-11;18;48458.0;12.36585365853661
2018-03-11;21;55160.0;10.55121951219514
2018-03-12;0;55853.0;10.002439024390265
2018-03-12;3;49262.0;9.302439024390265
2018-03-12;6;52675.0;8.97317073170734
2018-03-12;9;64862.0;10.514285714285736
2018-03-12;12;65962.0;11.833333333333353
2018-03-12;15;62460.0;11.547619047619067
2018-03-12;18;61798.0;9.719047619047641
2018-03-12;21;63498.0;8.828571428571454
2018-03-13;0;61972.0;8.261904761904786
2018-03-13;3;54628.0;7.385714285714311
2018-03-13;6;57406.0;6.866666666666688
2018-03-13;9;68631.0;9.124390243902461
2018-03-13;12;67489.0;11.251219512195146
2018-03-13;15;62830.0;11.797619047619067
2018-03-13;18;61095.0;9.633333333333356
2018-03-13;21;63832.0;6.814285714285738
2018-03-14;0;62912.0;5.573809523809543
2018-03-14;3;55954.0;4.809523809523832
2018-03-14;6;59605.0;4.057142857142885
2018-03-14;9;69719.0;9.623809523809546
2018-03-14;12;66227.0;13.802380952380977
2018-03-14;15;61268.0;14.245238095238117
2018-03-14;18;60315.0;11.723809523809544
2018-03-14;21;62879.0;9.900000000000018
2018-03-15;0;61220.0;9.040476190476214
2018-03-15;3;53615.0;8.583333333333352
2018-03-15;6;55607.0;8.173809523809545
2018-03-15;9;67176.0;9.62195121951222
2018-03-15;12;67969.0;11.340476190476215
2018-03-15;15;63668.0;12.085714285714309
2018-03-15;18;62099.0;10.069047619047643
2018-03-15;21;63304.0;8.511904761904779
2018-03-16;0;62078.0;7.585714285714307
2018-03-16;3;54457.0;6.661904761904786
2018-03-16;6;57061.0;6.204761904761928
2018-03-16;9;67702.0;9.39047619047621
2018-03-16;12;65518.0;12.004761904761928
2018-03-16;15;60514.0;11.65476190476193
2018-03-16;18;59247.0;9.171428571428592
2018-03-16;21;61867.0;7.3170731707317325
2018-03-17;0;61916.0;5.6761904761905
2018-03-17;3;53693.0;4.957142857142881
2018-03-17;6;52985.0;4.538095238095262
2018-03-17;9;60309.0;6.607142857142876
2018-03-17;12;63774.0;8.22380952380955
2018-03-17;15;60190.0;7.464285714285738
2018-03-17;18;60339.0;5.361904761904786
2018-03-17;21;63552.0;3.8400000000000234
2018-03-18;0;65117.0;3.3547619047619284
2018-03-18;3;57532.0;2.9476190476190722
2018-03-18;6;55151.0;2.6214285714285963
2018-03-18;9;60120.0;4.083333333333355
2018-03-18;12;66003.0;5.692857142857169
2018-03-18;15;60509.0;6.052380952380975
2018-03-18;18;60908.0;4.414285714285738
2018-03-18;21;67277.0;3.1547619047619304
2018-03-19;0;67687.0;2.314285714285736
2018-03-19;3;61665.0;1.4047619047619238
2018-03-19;6;65670.0;1.1023809523809756
2018-03-19;9;77857.0;3.8261904761904977
2018-03-19;12;78054.0;5.6190476190476435
2018-03-19;15;74217.0;5.392857142857172
2018-03-19;18;74235.0;3.921428571428593
2018-03-19;21;75336.0;2.7904761904762103
2018-03-20;0;73493.0;2.021428571428598
2018-03-20;3;66655.0;1.4809523809524023
2018-03-20;6;70244.0;1.2214285714285975
